Community ID,Size,Major Regions
6155,1,Russia
12961,1,New Zealand
11767,1,Canada
13602,1,Fiji
6210,1,Indonesia
2218,1,Pakistan
3619,1,United States
12039,1,Australia
846,1,South Africa
12050,1,China
2055,1,Afghanistan
10116,1,Australia
516,1,United Kingdom
9126,1,United States
1935,1,Bahamas
13364,1,Greenland
767,1,Germany
3361,1,Samoa
13379,1,Greenland
5995,1,Japan
2797,1,Peru
7198,1,United States
399,1,Germany
3847,1,United States
9249,1,United States
2654,1,Chile
3656,1,United States
8665,1,United States
84,1,Canada
8689,1,Germany
2695,1,Ecuador
3311,1,East Timor
8116,1,Germany
507,1,Djibouti
13520,1,Indonesia
6522,1,Germany
5528,1,Canada
1733,1,Turkey
765,1,Germany
7769,1,United States
1573,1,Czech Republic
8577,1,United Kingdom
9207,1,Australia
208,1,Algeria
9218,1,Kenya
6230,1,Malaysia
9241,1,Canada
3452,1,United States
5678,1,Ethiopia
9484,1,Spain
1086,1,Senegal
11088,1,United States
13489,1,China
8701,1,South Africa
512,1,United Kingdom
10114,1,Mexico
8318,1,United States
6330,1,Australia
3998,1,Iran
8335,1,Morocco
336,1,Germany
13336,1,United States
11743,1,Canada
11759,1,Canada
13363,1,Greenland
7766,1,Nepal
2770,1,Bolivia
13572,1,Nepal
375,1,Germany
8601,1,United States
4208,1,Germany
1301,1,France
103,1,Canada
13106,1,Faroe Islands
1915,1,Cuba
12918,1,Australia
1333,1,France
2736,1,Colombia
11354,1,Maldives
6773,1,Kenya
7575,1,Australia
4185,1,Nepal
11991,1,Russia
6199,1,Burma
10804,1,Faroe Islands
8404,1,Canada
7611,1,New Zealand
1215,1,Spain
627,1,Denmark
6029,1,Argentina
3451,1,United States
257,1,Cote d'Ivoire
7263,1,Canada
11874,1,Bulgaria
475,1,United Kingdom
7484,1,Russia
2707,1,Colombia
8111,1,Germany
1342,1,France
10378,1,Australia
987,1,Mozambique
7592,1,Kiribati
7815,1,Poland
2019,1,New Zealand
1419,1,France
1620,1,Portugal
11849,1,United States
6871,1,United States
6873,1,United States
76,1,Canada
2478,1,Argentina
11479,1,Nicaragua
1281,1,France
8290,1,United States
8694,1,Russia
3095,1,India
4295,1,Cambodia
11096,1,United States
2703,1,Paraguay
13306,1,Australia
1311,1,France
2520,1,Brazil
327,1,Germany
4137,1,Iraq
6948,1,United States
354,1,Germany
13355,1,Greenland
9164,1,United States
7566,1,Australia
6184,1,Maldives
2187,1,United Arab Emirates
793,1,South Africa
9397,1,Indonesia
13199,1,Germany
1401,1,France
7805,1,United Kingdom
7610,1,New Zealand
12025,1,Australia
8034,1,United States
3438,1,United States
3998,1,Benin
2655,1,Chile
12057,1,China
1864,1,Nicaragua
7523,1,United States
3334,1,Australia
4138,1,Iraq
7339,1,Suriname
3141,1,India
3386,1,Burma
11749,1,Canada
3554,1,United States
1373,1,France
11181,1,Brazil
2585,1,Brazil
11788,1,United Kingdom
5789,1,Hungary
2605,1,Brazil
12007,1,Russia
3419,1,United States
8644,1,United States
5459,1,Canada
11866,1,United States
8467,1,Austria
2700,1,Paraguay
11911,1,Pakistan
8946,1,Ukraine
13369,1,Greenland
2375,1,South Korea
9787,1,United States
13011,1,New Zealand
13230,1,Brazil
1632,1,Portugal
11832,1,United States
42,1,Canada
6254,1,Australia
8660,1,India
6273,1,Australia
6280,1,Australia
682,1,Sweden
2302,1,Japan
2704,1,Paraguay
7913,1,Australia
11932,1,Chile
3340,1,Australia
1146,1,Kenya
6161,1,Russia
761,1,Germany
3962,1,Armenia
8968,1,Chile
9188,1,United States
9189,1,United States
8192,1,Kazakhstan
1396,1,France
1811,1,Mexico
9414,1,United States
617,1,Denmark
813,1,Lesotho
13424,1,Russia
9428,1,United States
13229,1,China
2829,1,Venezuela
8031,1,Canada
8472,1,Australia
6279,1,Australia
11082,1,United States
3487,1,United States
6899,1,Australia
1702,1,Turkey
2111,1,Iran
2315,1,Japan
1921,1,Cuba
7722,1,United Kingdom
7130,1,Australia
9134,1,Russia
10144,1,United States
8348,1,Australia
1748,1,Slovakia
12950,1,United States
8165,1,Faroe Islands
577,1,United Kingdom
2777,1,Peru
780,1,Germany
2383,1,South Korea
8419,1,South Korea
7633,1,Namibia
8838,1,United States
8846,1,Croatia
452,1,Finland
3854,1,United States
1484,1,Greece
6911,1,Germany
725,1,Sweden
539,1,United Kingdom
4151,1,Burma
1751,1,Slovakia
4184,1,Nepal
3785,1,United States
4186,1,Nepal
9186,1,United States
9390,1,United States
3592,1,United States
13192,1,China
9800,1,United States
215,1,Algeria
13622,1,Indonesia
13439,1,United States
7442,1,Senegal
9053,1,India
6061,1,Suriname
9862,1,United Kingdom
5690,1,Egypt
8295,1,United States
3500,1,United States
3309,1,East Timor
7518,1,Seychelles
13725,1,India
10141,1,Russia
6746,1,Iran
6762,1,India
7980,1,United States
7600,1,Kiribati
1590,1,Israel
2020,1,New Zealand
8633,1,Poland
7835,1,Netherlands
1239,1,Spain
13648,1,New Zealand
7855,1,Germany
2855,1,Venezuela
8861,1,Germany
5669,1,Western Sahara
4073,1,United States
8480,1,Tanzania
5481,1,Canada
7481,1,Russia
8292,1,United States
1896,1,Haiti
3703,1,United States
7106,1,United States
11924,1,South Korea
11944,1,Colombia
11961,1,Russia
5561,1,United Kingdom
7564,1,Taiwan
13772,1,Brazil
13773,1,Canada
2794,1,Peru
8394,1,United States
2805,1,Peru
12006,1,Russia
2406,1,Philippines
7812,1,Poland
3834,1,United States
1661,1,Romania
7663,1,United States
7465,1,Iceland
2274,1,Taiwan
11876,1,Bulgaria
3291,1,Indonesia
13491,1,Brazil
7296,1,Nicaragua
8102,1,Germany
2702,1,Paraguay
13707,1,United States
318,1,Germany
3935,1,Thailand
5541,1,Canada
7348,1,Guyana
1351,1,France
2367,1,South Korea
6177,1,Laos
383,1,Germany
389,1,Germany
9792,1,United States
9797,1,United States
6207,1,Indonesia
2209,1,Pakistan
13214,1,Guinea
11022,1,United States
11824,1,United States
833,1,South Africa
10057,1,Afghanistan
3998,1,Sierra Leone
463,1,Finland
13266,1,Laos
8277,1,United States
1902,1,Cuba
13711,1,Canada
6115,1,Belarus
317,1,Germany
507,1,Burundi
11332,1,Pakistan
7140,1,United States
8943,1,Mozambique
2144,1,Iran
6759,1,Iran
387,1,Germany
2391,1,Japan
401,1,Germany
11008,1,United States
7810,1,Belgium
5617,1,Madagascar
419,1,Finland
2428,1,Philippines
11834,1,United States
2043,1,New Zealand
254,1,Cote d'Ivoire
9276,1,United Kingdom
13479,1,China
8695,1,Russia
1507,1,Italy
9123,1,Congo (Kinshasa)
13726,1,China
8927,1,Brazil
7732,1,United States
1734,1,Moldova
4342,1,United States
8142,1,United States
9542,1,Australia
2143,1,Iran
8344,1,Russia
11946,1,Peru
11988,1,Russia
396,1,Germany
9406,1,United States
8427,1,Russia
3227,1,Burma
8230,1,French Guiana
11031,1,Australia
4058,1,United States
2866,1,Venezuela
13467,1,Tanzania
1669,1,Switzerland
3470,1,United States
8302,1,United States
1718,1,Turkey
9124,1,Antarctica
13127,1,United States
2329,1,Japan
1749,1,Slovakia
2353,1,Japan
11958,1,Russia
963,1,Gabon
163,1,Canada
1964,1,Tonga
971,1,Gabon
3172,1,Thailand
572,1,United Kingdom
3998,1,Lebanon
8178,1,Netherlands
11978,1,Russia
2392,1,Japan
595,1,Netherlands
997,1,Chad
9233,1,Thailand
7437,1,Mozambique
5649,1,Congo (Kinshasa)
2253,1,Midway Islands
9054,1,Russia
1857,1,Mexico
1861,1,Nicaragua
8871,1,United States
7475,1,Russia
2098,1,Iran
5764,1,United States
9178,1,United States
7983,1,United States
9783,1,United States
10185,1,United States
13601,1,Fiji
204,1,Canada
8405,1,United Kingdom
12009,1,Russia
7217,1,United States
13830,1,Brazil
8835,1,United States
8035,1,Germany
13643,1,Brazil
11845,1,United States
8853,1,United Kingdom
6859,1,Turkmenistan
5663,1,Sierra Leone
8872,1,Belgium
6076,1,Guadeloupe
3677,1,United States
6481,1,United States
1483,1,Greece
7692,1,United States
13497,1,Brazil
11312,1,United States
13715,1,United States
2515,1,Argentina
3317,1,Australia
507,1,Nepal
11132,1,Germany
5537,1,Canada
7939,1,Czech Republic
11144,1,Brazil
8349,1,Australia
2953,1,Belarus
2553,1,Brazil
3154,1,India
3756,1,United States
11178,1,Brazil
11779,1,Canada
12980,1,Brazil
8397,1,United States
12008,1,Russia
3211,1,Burma
814,1,South Africa
9415,1,United States
3027,1,Sri Lanka
6049,1,Colombia
11055,1,Russia
11859,1,United States
3866,1,United States
5679,1,Ethiopia
690,1,Sweden
1893,1,El Salvador
3109,1,India
11714,1,China
2119,1,Iran
7333,1,Suriname
13142,1,United States
1547,1,Italy
11748,1,Canada
2951,1,Belarus
5777,1,United States
186,1,Canada
6798,1,Germany
4213,1,Brazil
12014,1,Australia
7817,1,United States
8218,1,Canada
7620,1,Solomon Islands
3837,1,United States
11038,1,Australia
8473,1,United States
9891,1,Indonesia
9093,1,United States
695,1,Sweden
8097,1,Denmark
500,1,United Kingdom
712,1,Sweden
7126,1,United States
2529,1,Brazil
2342,1,Japan
748,1,Sweden
12958,1,Australia
5560,1,Finland
13566,1,Laos
4172,1,Nepal
3178,1,Thailand
13792,1,Australia
13398,1,Brazil
3810,1,United States
2216,1,Pakistan
7222,1,Argentina
7025,1,United States
444,1,Finland
7047,1,Germany
2451,1,Argentina
13453,1,Poland
6257,1,Australia
58,1,Canada
2473,1,Argentina
6077,1,Guadeloupe
281,1,Niger
6482,1,United States
9091,1,Russia
8493,1,United States
9095,1,Australia
8095,1,Germany
7498,1,United Kingdom
11110,1,United States
7720,1,United States
7120,1,United States
7724,1,Estonia
12957,1,Australia
1966,1,Kiribati
2571,1,Brazil
3998,1,French Guiana
9376,1,Russia
7978,1,United States
13183,1,Germany
2593,1,Brazil
197,1,Canada
6201,1,Burma
8005,1,United States
405,1,Germany
1022,1,Congo (Kinshasa)
623,1,Denmark
8625,1,United States
13627,1,French Polynesia
2668,1,Ecuador
10080,1,Norway
8281,1,United States
7086,1,United States
13490,1,China
11094,1,United States
5695,1,Kenya
303,1,Belgium
10103,1,United States
11904,1,Iran
2318,1,Japan
3525,1,United States
3735,1,United States
10938,1,China
11756,1,Canada
8358,1,Canada
8162,1,United States
3574,1,United States
376,1,Germany
2178,1,Lebanon
8983,1,New Zealand
2190,1,United Arab Emirates
11194,1,Congo (Kinshasa)
798,1,South Africa
2601,1,Brazil
7820,1,Canada
1622,1,Portugal
8824,1,United States
12029,1,Australia
1433,1,France
12044,1,Australia
5849,1,Costa Rica
5654,1,Congo (Kinshasa)
477,1,United Kingdom
11097,1,United States
4102,1,New Zealand
8519,1,United States
332,1,Germany
8139,1,United States
8147,1,Canada
1961,1,Fiji
3998,1,Guinea
2766,1,Bolivia
11970,1,Russia
2171,1,Jordan
12984,1,Australia
7985,1,United States
1586,1,Czech Republic
3786,1,United States
9388,1,France
191,1,Canada
11195,1,Congo (Kinshasa)
1199,1,Cyprus
13805,1,Botswana
8620,1,Germany
2229,1,Pakistan
2832,1,Venezuela
3432,1,United States
8236,1,Uruguay
1643,1,Portugal
9251,1,United States
12069,1,Peru
13474,1,China
2282,1,Japan
8293,1,United States
6296,1,Australia
8503,1,United States
5519,1,Canada
8130,1,Burma
11744,1,Canada
2760,1,Bolivia
1178,1,Tanzania
3780,1,United States
5791,1,Italy
1201,1,Croatia
5413,1,Solomon Islands
633,1,Norway
2241,1,Qatar
4275,1,United States
6478,1,Switzerland
13483,1,China
483,1,United Kingdom
1487,1,Greece
11091,1,United States
696,1,Sweden
3508,1,United States
14110,1,Ukraine
8723,1,Russia
1928,1,Bahamas
11938,1,Colombia
7542,1,Portugal
9348,1,United States
950,1,Angola
3565,1,United States
3767,1,United States
3386,1,North Korea
8796,1,United States
9407,1,United States
13411,1,France
26,1,Canada
11831,1,United States
2436,1,Argentina
7847,1,United States
848,1,South Africa
11049,1,France
7251,1,Canada
5651,1,Congo (Kinshasa)
13881,1,Brazil
7711,1,Russia
8328,1,Ukraine
6335,1,Australia
3338,1,Australia
5947,1,Pakistan
8776,1,Azerbaijan
9378,1,Russia
7378,1,Brazil
3993,1,United States
7595,1,Kiribati
597,1,Ireland
12017,1,Australia
11836,1,United States
3455,1,United States
6057,1,Bolivia
4060,1,Tanzania
5460,1,Canada
5866,1,Cook Islands
7066,1,United States
6479,1,France
8684,1,Laos
3688,1,United States
7489,1,Spain
9897,1,Indonesia
3998,1,Isle of Man
1522,1,Italy
8928,1,United States
2138,1,Iran
5944,1,Pakistan
13347,1,El Salvador
8971,1,China
3575,1,United States
8189,1,Italy
11996,1,India
8406,1,Australia
8409,1,United States
5611,1,Congo (Brazzaville)
6227,1,Indonesia
8246,1,Brazil
11862,1,United States
864,1,South Africa
11871,1,Albania
1877,1,Costa Rica
14091,1,China
3891,1,Indonesia
3492,1,United States
8710,1,Kenya
7311,1,Argentina
2112,1,Iran
7726,1,Germany
11940,1,Colombia
8353,1,Australia
159,1,Canada
1959,1,Cook Islands
3766,1,United States
10166,1,Japan
1368,1,France
969,1,Gabon
570,1,United Kingdom
8380,1,Australia
11992,1,Russia
9199,1,United States
602,1,Ireland
6213,1,Indonesia
213,1,Algeria
7621,1,United States
7826,1,United States
4227,1,United States
11827,1,United States
9042,1,Russia
13649,1,New Zealand
13472,1,China
2873,1,Guyana
6894,1,Austria
13499,1,Brazil
4104,1,New Zealand
1305,1,France
2314,1,Japan
7327,1,Suriname
8742,1,United States
142,1,Canada
4175,1,Nepal
978,1,Mozambique
13180,1,United Kingdom
1381,1,France
12392,1,Australia
8608,1,United States
13808,1,Tanzania
7414,1,Egypt
836,1,South Africa
5636,1,Gabon
7048,1,United States
11850,1,United States
3682,1,Barbados
1882,1,Costa Rica
6483,1,United Kingdom
11086,1,United States
510,1,United Kingdom
11916,1,Iraq
7354,1,Colombia
2558,1,Brazil
766,1,Germany
378,1,Germany
1387,1,France
392,1,Germany
11401,1,Indonesia
808,1,South Africa
6843,1,Japan
3386,1,Guam
13669,1,Brazil
12470,1,Germany
6274,1,Australia
6091,1,Russia
5493,1,Canada
1695,1,Turkey
114,1,Canada
3351,1,Cocos (Keeling) Islands
6520,1,Austria
932,1,Madagascar
8545,1,United States
7347,1,Guyana
1349,1,France
7550,1,Japan
1161,1,Libya
11179,1,Brazil
13389,1,Greenland
1599,1,Israel
1003,1,Zimbabwe
6833,1,Qatar
51,1,Canada
11852,1,United States
8854,1,United States
7854,1,Ukraine
7654,1,United States
2661,1,Antarctica
7875,1,United States
11685,1,Latvia
101,1,Canada
2105,1,Iran
8122,1,United States
8526,1,United States
7727,1,United States
931,1,Madagascar
11955,1,Armenia
6163,1,Russia
8967,1,Chile
5969,1,United States
1577,1,Czech Republic
13381,1,Greenland
13382,1,Greenland
203,1,Canada
11813,1,Sudan
13460,1,Senegal
6860,1,Australia
3277,1,Indonesia
5683,1,Ethiopia
2692,1,Ecuador
7294,1,Nicaragua
7496,1,United States
2500,1,Argentina
2505,1,Argentina
12109,1,Togo
4316,1,Tunisia
3523,1,United States
7938,1,United States
13544,1,Indonesia
7346,1,Guyana
6754,1,Uzbekistan
3682,1,Turks and Caicos Islands
11969,1,Russia
4379,1,Russia
11794,1,Poland
2010,1,New Zealand
6017,1,Philippines
7019,1,United States
5623,1,Madagascar
11826,1,United States
1631,1,Portugal
3643,1,United States
861,1,South Africa
265,1,Nigeria
3361,1,Tuvalu
13078,1,Serbia
6886,1,United Kingdom
13494,1,China
902,1,Cameroon
11918,1,United States
3723,1,United States
738,1,Sweden
735,1,Sweden
9739,1,United States
13344,1,Nicaragua
8357,1,Canada
964,1,Gabon
5783,1,France
2784,1,Peru
788,1,Germany
8996,1,Australia
1398,1,France
1011,1,Zimbabwe
7412,1,Angola
1021,1,Congo (Kinshasa)
12040,1,Australia
3654,1,United States
9255,1,Norway
4075,1,Chile
3060,1,India
278,1,Nigeria
1085,1,Senegal
9103,1,Indonesia
14104,1,Russia
11907,1,Lebanon
13120,1,Germany
1747,1,Slovakia
8152,1,Brazil
13760,1,Pakistan
2778,1,Peru
7381,1,Brazil
1595,1,Israel
6027,1,Argentina
6244,1,Australia
4257,1,United States
3682,1,Bermuda
3682,1,Panama
9874,1,Indonesia
7278,1,Mexico
2481,1,Argentina
3695,1,United States
8696,1,Australia
2300,1,Japan
903,1,Cameroon
904,1,Cameroon
7325,1,Suriname
10134,1,United States
9935,1,Indonesia
4139,1,Iraq
13540,1,Indonesia
7947,1,Antarctica
751,1,Germany
11352,1,Nepal
3567,1,United States
8772,1,United States
7578,1,Antarctica
7780,1,Canada
7981,1,United States
1788,1,Mexico
5792,1,Italy
1002,1,Zimbabwe
6206,1,Indonesia
11809,1,Namibia
9412,1,United States
11815,1,United States
9819,1,Morocco
6422,1,Ireland
3422,1,United States
3036,1,Cambodia
2444,1,Argentina
7268,1,Canada
11673,1,Australia
2289,1,Japan
2694,1,Ecuador
5494,1,Canada
97,1,Canada
3907,1,Indonesia
7511,1,United States
8717,1,Kenya
1331,1,France
8932,1,United Kingdom
1336,1,France
9937,1,Canada
3552,1,United States
558,1,United Kingdom
7963,1,Ukraine
4180,1,Nepal
1781,1,Jamaica
7583,1,United States
1195,1,Bulgaria
6425,1,Poland
7027,1,Switzerland
6050,1,Colombia
2257,1,Micronesia
11269,1,Uruguay
11880,1,Spain
1690,1,Turkey
104,1,Canada
5717,1,United States
3521,1,United States
7353,1,Paraguay
3557,1,United States
365,1,Germany
11968,1,Ukraine
7572,1,Australia
9773,1,United States
377,1,Germany
8989,1,United States
2393,1,Japan
7021,1,United States
3044,1,India
12052,1,China
479,1,United Kingdom
482,1,United Kingdom
1283,1,France
916,1,Mauritius
8119,1,Germany
13123,1,United States
7125,1,Brazil
727,1,Sweden
945,1,Angola
8148,1,Namibia
3549,1,United States
13550,1,Iran
507,1,Libya
1559,1,Italy
11763,1,Canada
7565,1,Turkmenistan
3588,1,United States
13400,1,Brazil
3005,1,India
9409,1,United States
11814,1,United States
3625,1,United States
13629,1,French Polynesia
4229,1,United States
13631,1,Papua New Guinea
13432,1,Russia
6844,1,United States
68,1,Canada
6896,1,Australia
2519,1,Brazil
12528,1,United States
11131,1,United States
5743,1,Marshall Islands
6947,1,Bosnia and Herzegovina
11752,1,Canada
10156,1,Russia
8560,1,United States
13367,1,Greenland
3436,1,United States
8850,1,United States
9253,1,Czech Republic
7063,1,United States
7480,1,Russia
13681,1,Ukraine
2101,1,Iran
8112,1,Germany
741,1,Sweden
5962,1,United States
370,1,Germany
2598,1,Brazil
6809,1,Australia
13428,1,Russia
8460,1,United States
3860,1,United States
11074,1,United States
11875,1,Bulgaria
11877,1,Bulgaria
484,1,United Kingdom
1088,1,Senegal
8091,1,Germany
8698,1,Ireland
9899,1,Indonesia
1503,1,Italy
2906,1,Saint Vincent and the Grenadines
3106,1,India
7514,1,United States
2343,1,Japan
9789,1,United States
790,1,South Africa
9818,1,Australia
13421,1,Belarus
8435,1,Russia
3640,1,United States
7651,1,United States
7061,1,United States
11869,1,Albania
3869,1,United States
2073,1,Saudi Arabia
7686,1,Botswana
11894,1,Serbia
697,1,Sweden
6506,1,French Guiana
8138,1,United States
8951,1,United States
1758,1,Dominican Republic
759,1,Germany
564,1,United Kingdom
1366,1,France
11967,1,Ukraine
568,1,United Kingdom
2977,1,Turkmenistan
9793,1,United States
6794,1,Australia
7814,1,Poland
6032,1,Argentina
5835,1,Mexico
8855,1,Germany
13466,1,Tanzania
8873,1,Belgium
1076,1,Morocco
3482,1,United States
8889,1,China
6897,1,Australia
7905,1,Germany
3509,1,United States
3312,1,Singapore
13713,1,Malawi
8715,1,Kenya
320,1,Germany
524,1,United Kingdom
3998,1,Moldova
11957,1,Russia
3158,1,Thailand
9780,1,United States
807,1,South Africa
12011,1,Australia
8816,1,Mali
7022,1,Canada
2224,1,Pakistan
1025,1,Congo (Kinshasa)
8825,1,Afghanistan
11035,1,United States
1437,1,France
6454,1,United Kingdom
1258,1,France
3466,1,United States
7880,1,United States
8681,1,United States
3682,1,Aruba
896,1,Cameroon
11702,1,Canada
8512,1,United States
7714,1,Austria
131,1,Canada
7931,1,United States
10937,1,China
1947,1,Bahamas
13158,1,United States
980,1,Mozambique
1583,1,Czech Republic
11987,1,Russia
1189,1,Uganda
1600,1,Israel
3208,1,Burma
8811,1,United States
8815,1,United States
2625,1,Brazil
2838,1,Venezuela
6042,1,Chile
6445,1,United States
3651,1,United States
5453,1,Iceland
1260,1,France
7662,1,United States
7269,1,Canada
12672,1,United States
5676,1,Ethiopia
13492,1,Brazil
7903,1,Germany
306,1,Belgium
7717,1,United States
326,1,Germany
9528,1,Cambodia
5938,1,Pakistan
11966,1,Ukraine
6968,1,United States
10169,1,United States
11976,1,Russia
5790,1,Hungary
5607,1,Botswana
23,1,Canada
4228,1,United States
13451,1,Libya
8654,1,United States
2056,1,Afghanistan
11861,1,United States
66,1,Canada
3274,1,Indonesia
1891,1,Costa Rica
8500,1,Germany
12106,1,Benin
13722,1,Japan
329,1,Germany
11331,1,Pakistan
3132,1,India
10151,1,Zimbabwe
10173,1,France
11979,1,Russia
581,1,Netherlands
13610,1,New Zealand
621,1,Denmark
7030,1,Ireland
3635,1,United States
9247,1,Canada
1653,1,Romania
11273,1,Australia
2674,1,Ecuador
2277,1,Taiwan
2686,1,Ecuador
1492,1,Hungary
10104,1,United States
5705,1,Tanzania
1917,1,Cuba
2120,1,Iran
11929,1,Argentina
10142,1,Panama
11942,1,Colombia
9545,1,United States
1945,1,Bahamas
546,1,United Kingdom
7948,1,Kenya
556,1,United Kingdom
13360,1,Greenland
10163,1,Japan
8365,1,Canada
1566,1,Italy
7582,1,United States
10803,1,Faroe Islands
13210,1,Australia
611,1,Denmark
3416,1,United States
8820,1,Australia
3639,1,United States
13447,1,Congo (Brazzaville)
10061,1,India
7710,1,Russia
7725,1,Finland
5926,1,Saudi Arabia
2530,1,Brazil
6331,1,Australia
8331,1,Sudan
12946,1,Papua New Guinea
2758,1,Bolivia
12360,1,Australia
2371,1,South Korea
588,1,Netherlands
3198,1,Vietnam
6211,1,Indonesia
7426,1,Kenya
11833,1,United States
8474,1,United States
11098,1,United States
11099,1,United States
2100,1,Iran
14101,1,Oman
8306,1,United States
6910,1,Germany
4313,1,Egypt
513,1,United Kingdom
11925,1,Japan
9129,1,Nepal
8140,1,United States
11757,1,Canada
1164,1,Rwanda
5570,1,United Kingdom
13580,1,Philippines
386,1,Germany
9387,1,United States
1388,1,France
11990,1,Russia
9403,1,United States
12024,1,Australia
434,1,Finland
12037,1,Australia
847,1,South Africa
5650,1,Congo (Kinshasa)
7652,1,United States
13267,1,United States
272,1,Nigeria
875,1,South Africa
678,1,Poland
289,1,Tunisia
4293,1,United States
8894,1,United Kingdom
2516,1,Argentina
322,1,Germany
528,1,United Kingdom
1139,1,Kenya
13144,1,United States
12163,1,Brazil
8364,1,Canada
8974,1,China
1580,1,Czech Republic
2181,1,United Arab Emirates
4387,1,United States
404,1,Germany
7014,1,United States
1618,1,Portugal
7418,1,Ethiopia
13624,1,French Polynesia
13642,1,United States
2652,1,Chile
504,1,United Kingdom
10110,1,Guinea-Bissau
6323,1,Australia
12941,1,Hungary
782,1,Germany
11202,1,Brazil
5408,1,Solomon Islands
1430,1,France
12054,1,China
2468,1,Argentina
13473,1,China
11890,1,Romania
9492,1,Romania
3499,1,United States
507,1,Comoros
3923,1,Indonesia
8347,1,Kuwait
753,1,Germany
11960,1,Russia
2563,1,Brazil
11776,1,Canada
4177,1,Nepal
4383,1,United States
6799,1,Austria
11019,1,Papua New Guinea
7627,1,American Samoa
13829,1,Spain
12036,1,Australia
8446,1,United States
12053,1,China
3386,1,Palau
6068,1,Peru
3279,1,Indonesia
5483,1,Canada
7291,1,Nicaragua
2321,1,Japan
526,1,United Kingdom
11328,1,Oman
6936,1,Russia
2348,1,Japan
11751,1,Canada
3963,1,Armenia
11765,1,Canada
9373,1,Russia
9782,1,United States
5782,1,France
11205,1,Brazil
214,1,Algeria
426,1,Finland
1449,1,Greece
507,1,Bahrain
4262,1,United States
464,1,Finland
7292,1,Nicaragua
9096,1,Australia
3998,1,Jersey
5706,1,Tanzania
7906,1,Burma
14107,1,Russia
4321,1,Iceland
10122,1,United States
7933,1,Germany
10951,1,Georgia
2552,1,Brazil
10155,1,Brazil
757,1,Germany
758,1,Germany
10363,1,China
11973,1,Russia
7979,1,United States
385,1,Germany
2396,1,Japan
11805,1,Zambia
7619,1,Solomon Islands
12032,1,Australia
7454,1,Estonia
2677,1,Ecuador
3386,1,Hong Kong
2486,1,Argentina
1291,1,France
98,1,Canada
2499,1,Argentina
701,1,Sweden
4107,1,Canada
8508,1,United States
319,1,Germany
9132,1,Nepal
7337,1,Suriname
9138,1,United States
11943,1,Colombia
8544,1,United States
555,1,United Kingdom
2225,1,Pakistan
8830,1,North Korea
7261,1,Canada
3888,1,Indonesia
11908,1,Pakistan
11129,1,Denmark
1731,1,Turkey
8135,1,United States
3343,1,Australia
5950,1,Pakistan
3167,1,Thailand
972,1,Sao Tome and Principe
8777,1,United States
787,1,Germany
6389,1,China
2810,1,Peru
219,1,Algeria
7629,1,United States
8039,1,Germany
8443,1,United States
3998,1,Mali
8646,1,United States
1049,1,Mali
11857,1,United States
13263,1,Canada
1101,1,Guinea
7924,1,Sierra Leone
7925,1,United States
7331,1,Suriname
3741,1,United States
2561,1,Brazil
3778,1,United States
9179,1,United States
2000,1,New Caledonia
5602,1,Latvia
7204,1,United States
417,1,Finland
1027,1,Congo (Kinshasa)
13438,1,Canada
9448,1,United States
2457,1,Argentina
258,1,Cote d'Ivoire
1664,1,Switzerland
1683,1,Turkey
6284,1,Australia
301,1,Belgium
3702,1,United States
9104,1,United States
1504,1,Italy
506,1,United Kingdom
10123,1,United States
2763,1,Bolivia
1168,1,Sudan
1769,1,Guatemala
7982,1,United States
1184,1,Tanzania
2592,1,Brazil
5592,1,Poland
8792,1,United States
9392,1,Djibouti
5993,1,Taiwan
2213,1,Pakistan
8615,1,Switzerland
13821,1,Burundi
9429,1,United States
1833,1,Mexico
7648,1,United States
1048,1,Mali
3052,1,India
1269,1,France
13074,1,United States
12090,1,Canada
11900,1,Saudi Arabia
5707,1,Tanzania
8714,1,Kenya
8514,1,United States
4121,1,Tanzania
2338,1,Japan
2139,1,Iran
13553,1,Japan
6956,1,United States
9187,1,United States
7591,1,Kiribati
10794,1,Brazil
7408,1,Algeria
2410,1,Philippines
1237,1,Spain
5845,1,Costa Rica
6252,1,Australia
8255,1,Brazil
8055,1,Taiwan
11658,1,Australia
9875,1,Indonesia
13684,1,Uganda
3295,1,Malaysia
8297,1,United States
3899,1,Indonesia
7114,1,United States
6326,1,Australia
7131,1,Kazakhstan
6136,1,United States
11738,1,Germany
6939,1,Russia
1345,1,France
6961,1,United States
11972,1,Russia
8780,1,Russia
791,1,South Africa
594,1,Netherlands
11994,1,Russia
6196,1,Burma
11201,1,Brazil
2013,1,New Zealand
17,1,Iceland
2817,1,Uruguay
8622,1,France
7042,1,United States
1046,1,Mali
3647,1,United States
7655,1,United States
466,1,United Kingdom
8667,1,United States
487,1,United Kingdom
1890,1,Costa Rica
14090,1,China
7510,1,Azerbaijan
5710,1,Uganda
4340,1,United States
2168,1,Iran
1372,1,France
3776,1,United States
13598,1,Australia
3607,1,United States
9416,1,United States
9228,1,United States
5838,1,Panama
2245,1,Guam
5851,1,Haiti
12058,1,Russia
6261,1,Australia
2464,1,Argentina
2466,1,Argentina
2871,1,Venezuela
11277,1,Fiji
2681,1,Ecuador
7886,1,United States
8090,1,Germany
7893,1,Germany
8294,1,United States
3897,1,Indonesia
13112,1,Namibia
3534,1,United States
6935,1,Russia
1144,1,Kenya
2366,1,South Korea
7768,1,Russia
7588,1,United States
13803,1,United States
